Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,KV Cache Dtype,Latency,Throughput
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = fp16, KV Cache = fp8",95.1172649236396,689.0021496372134
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,32,"Weight = fp16, KV Cache = fp16",70.9410381168127,1847.6188603862074
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,32,"Weight = fp16, KV Cache = fp8",339.6960686724633,385.85080042942826
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,64,"Weight = fp16, KV Cache = fp16",3.27271322440356,5006.243711740409
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,64,"Weight = fp16, KV Cache = fp8",5.487475267611444,2985.7082175299774
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,64,"Weight = fp16, KV Cache = fp16",7.028287900611758,4662.301895337526
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,64,"Weight = fp16, KV Cache = fp8",15.107775040902197,2168.9494257946785
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,64,"Weight = fp16, KV Cache = fp16",15.879155803471804,4127.171545585016
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,64,"Weight = fp16, KV Cache = fp8",47.073667922988534,1392.2008394845166
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = fp16, KV Cache = fp16",39.173274596221745,3345.9546425726144
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = fp16, KV Cache = fp8",161.4002854693681,812.0927396059404
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp16",141.79824926890433,1848.7111184488151
Nvidia A100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp8",591.9790874160826,442.82645379286447
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,1,"Weight = fp16, KV Cache = fp16",1.3160250522196293,194.52517227405832
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,1,"Weight = fp16, KV Cache = fp8",1.5955917853862047,160.44203933905095
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,1,"Weight = fp16, KV Cache = fp16",2.6181221827864647,195.5600099056794
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,1,"Weight = fp16, KV Cache = fp8",3.6714533735066652,139.4543108444764
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,1,"Weight = fp16, KV Cache = fp16",5.209785684011877,196.55319088125194
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,1,"Weight = fp16, KV Cache = fp8",7.63080489821732,134.19292114770528
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,1,"Weight = fp16, KV Cache = fp16",10.380537233315408,197.29229364229116
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,1,"Weight = fp16, KV Cache = fp8",15.329070690087974,133.60235864293261
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,1,"Weight = fp16, KV Cache = fp16",20.84347636718303,196.5123249041575
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,1,"Weight = fp16, KV Cache = fp8",30.83960609138012,132.81622300438073
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,16,"Weight = fp16, KV Cache = fp16",2.7407411094754934,1494.486285420759
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,16,"Weight = fp16, KV Cache = fp8",3.06654741615057,1335.7041141537932
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,16,"Weight = fp16, KV Cache = fp16",5.634816483594477,1453.8184205023626
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,16,"Weight = fp16, KV Cache = fp8",6.815236261114478,1202.0126208596594
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,16,"Weight = fp16, KV Cache = fp16",11.513489392586052,1423.0264554332455
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,16,"Weight = fp16, KV Cache = fp8",13.880601141601801,1180.3523372554246
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,16,"Weight = fp16, KV Cache = fp16",23.99219301342964,1365.777608643699
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,16,"Weight = fp16, KV Cache = fp8",32.0356838805601,1022.8593877430625
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,16,"Weight = fp16, KV Cache = fp16",49.019343957304955,1336.9415971189003
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,16,"Weight = fp16, KV Cache = fp8",78.58423262834549,833.9586429499731
Nvidia A100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,32,"Weight = fp16, KV Cache = fp16",3.240172930061817,2528.2601196979044
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,"Weight = full_prec, KV Cache = int8",12.85640811920166,159.2979921772407
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,"Weight = full_prec, KV Cache = int8",21.70111083984375,1509.9687864750767
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,"Weight = full_prec, KV Cache = int8",29.810099124908447,2198.4495833239293
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,"Weight = full_prec, KV Cache = int8",57.961281538009644,2261.371669535051
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,"Weight = full_prec, KV Cache = fp8",16.48741865158081,124.21592750685919
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,"Weight = full_prec, KV Cache = fp8",36.66078519821167,893.8160986687878
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,"Weight = full_prec, KV Cache = fp8",56.2131028175354,1165.849183111742
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,"Weight = full_prec, KV Cache = fp8",111.23409414291382,1178.343753414294
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,"Weight = int8_sq, KV Cache = int8",8.758316993713379,233.83487963155835
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,"Weight = int8_sq, KV Cache = int8",16.479369640350342,1988.425571798957
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,"Weight = int8_sq, KV Cache = int8",22.874502897262573,2865.0240092361873
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,"Weight = int8_sq, KV Cache = int8",46.22911477088928,2835.269518994483
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,"Weight = int8_sq, KV Cache = fp8",13.950418472290039,146.80563196494631
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,"Weight = int8_sq, KV Cache = fp8",37.90123701095581,864.5628107211386
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,"Weight = int8_sq, KV Cache = fp8",61.70096755027771,1062.1551428119385
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,"Weight = int8_sq, KV Cache = fp8",126.88450360298157,1033.002425655705
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,"Weight = full_prec, KV Cache = int8",14.50101923942566,141.2314518162873
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,"Weight = full_prec, KV Cache = int8",18.127875804901123,1807.6028516888182
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,"Weight = full_prec, KV Cache = int8",21.63398265838623,3029.308150739204
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,"Weight = full_prec, KV Cache = int8",30.88301181793213,4244.145641387652
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,"Weight = full_prec, KV Cache = fp8",18.554802894592285,110.37573460814723
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,"Weight = full_prec, KV Cache = fp8",42.53575396537781,770.3636810263591
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,"Weight = full_prec, KV Cache = fp8",56.17823100090027,1166.5728669695877
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,"Weight = full_prec, KV Cache = fp8",94.74281620979309,1383.450537397597
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,"Weight = int8_sq, KV Cache = int8",10.196874141693115,200.84586428561576
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,"Weight = int8_sq, KV Cache = int8",13.064074039459229,2508.2527778873787
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,"Weight = int8_sq, KV Cache = int8",15.711899042129517,4171.106231288358
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,"Weight = int8_sq, KV Cache = int8",21.055591344833374,6225.044827922275
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,"Weight = int8_sq, KV Cache = fp8",14.350790739059448,142.7099061813946
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,"Weight = int8_sq, KV Cache = fp8",37.61287069320679,871.1911480321598
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,"Weight = int8_sq, KV Cache = fp8",51.24859929084778,1278.7861699022812
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,"Weight = int8_sq, KV Cache = fp8",87.59100770950317,1496.409316749753
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,"Weight = int8_sq, KV Cache = int8",0.5162262916564941,3967.252410620679
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,"Weight = int8_sq, KV Cache = int8",11.115240573883057,2948.0243618832133
