Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,19.353892545681447,3386.192201145782,,551425.1794871795,,,0.006140800832299516,
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,33.3490522489883,3930.3065952639267,,598290.9253731343,,,0.006569223146436199,

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput,area,avg_power,sum_power,Throughput_per_watt_area,Throughput_per_watt_avg,Throughput_per_watt_sum
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,8.23738274211064,248.62265893392822,,375488.0303030303,,,0.0006621320491449013,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,11.261489812284708,2909.739345877195,,416516.8043478261,,,0.006985887041059983,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,13.609063810203224,4815.6141314338765,,447770.16363636364,,,0.010754656121627302,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,19.713990985881537,6648.679107841184,,462718.69620253163,,,0.014368728046664149,

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput,area,avg_power,sum_power,Throughput_per_watt_area,Throughput_per_watt_avg,Throughput_per_watt_sum
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,1,8.078809661325067,253.5026923340204,,361226.2727272727,,,0.000701783650508212,
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,16,11.483585014939308,2853.4643107854577,,425642.5106382979,,,0.006703898787051071,
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,32,22.414661050774157,2923.8006254721627,,338315.13333333336,,,0.008642240140618882,
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,64,31.843380882870406,4116.145847770452,,360932.796875,,,0.011404189044078406,

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,avg_power,latency
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,404052.1111111111,6.577312170062214
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,499569.02127659577,11.677997523918748
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,557448.4461538461,16.037093569058925
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,585855.9541984732,32.57367634307593

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,avg_power,latency
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,408623.4827586207,7.233313882723451
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,455723.0,9.46722261281684
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,488803.97777777776,11.149526523891836
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,527622.3620689656,14.373317385092378

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,avg_power,latency
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,399847.8214285714,6.846099183894694
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,449436.4864864865,9.050725021865219
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,479800.3488372093,10.728935558814555
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,521426.3035714286,13.752121429890394

GH200:
Model Name,throughput,latency,Avg Power,batch size,tensor_parallel,input length,output length
meta-llama/Llama-2-7b-hf,279.09237865298627,7.338072110333087,371591.1666666667,1,1,1024,1024
meta-llama/Llama-2-7b-hf,2623.1792648053547,12.491712037999605,500058.23058823537,16,1,1024,1024
meta-llama/Llama-2-7b-hf,3629.349319094988,18.0572312660006,552806.6347031962,32,1,1024,1024
meta-llama/Llama-2-7b-hf,4415.440085547952,29.684923237665014,598088.5563258637,64,1,1024,1024

Model Name,throughput,latency,Avg Power,batch size,tensor_parallel,input length,output length
meta-llama/Meta-Llama-3-8B,268.7380041882023,7.62080527533332,382805.02452956984,1,1,1024,1024
meta-llama/Meta-Llama-3-8B,3068.563518688085,10.678612256333357,418571.7186398872,16,1,1024,1024
meta-llama/Meta-Llama-3-8B,5026.059552155043,13.03924064566642,447143.61635220126,32,1,1024,1024
meta-llama/Meta-Llama-3-8B,6872.7984873233145,19.071125137999996,460145.7792207792,64,1,1024,1024

Model Name,throughput,latency,Avg Power,batch size,tensor_parallel,input length,output length
mistralai/Mistral-7B-v0.1,273.13604378026156,7.498094984664931,368747.53727598564,1,1,1024,1024
mistralai/Mistral-7B-v0.1,2972.41464629605,11.024033958664708,420949.84915824916,16,1,1024,1024
mistralai/Mistral-7B-v0.1,2963.188344385087,22.116717664668005,334451.456928839,32,1,1024,1024
mistralai/Mistral-7B-v0.1,4073.5379497238578,32.17645241500335,354616.5684754522,64,1,1024,1024

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,avg_power,latency
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,432298.13636363635,5.479531121993205
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,542349.45,9.827725002993247
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,610363.5454545454,13.52427408999938
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,668683.3764705883,21.223782995002693

Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,avg_power,latency
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,426418.12,6.10535481601255
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,465580.1142857143,8.730083565998939
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,513292.35,9.907898220000789
Nvidia GH200 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,573771.22,12.434114014002262
                                                                                             
Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,avg_power,latency
Nvidia GH200 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,418899.4347826087,5.727911068999674
Nvidia GH200 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,458011.9117647059,8.402803991004475
Nvidia GH200 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,509427.2105263158,9.480390932993032
Nvidia GH200 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,567771.2291666666,11.9684600699984
