Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,1,27.558056831359863,148.63166968067688
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,16,47.133930921554565,1390.4208437244959
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,32,65.15280246734619,2011.7630406718379
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,64,143.27095246315002,1829.7079449333926
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,128,1,1.8239057064056396,140.35813315398727
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,128,16,2.014838695526123,2032.9170812011012
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,128,32,2.112518072128296,3877.8366481602766
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,128,64,2.458584785461426,6663.996335162003
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,256,1,3.195230484008789,160.23883177204678
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,256,16,3.4649410247802734,2364.2538044408675
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,256,32,3.82637882232666,4281.855184959857
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,256,64,4.770974159240723,6868.199010580025
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,512,1,5.927537679672241,172.75301404016065
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,512,16,6.5846498012542725,2488.211293617939
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,512,32,7.831910610198975,4183.908835390488
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,512,64,10.293882846832275,6366.499500250998
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,1,11.333300828933716,180.70640062526994
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,16,13.293490648269653,2464.9658142472344
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,32,18.371145725250244,3567.333305179979
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,64,24.950685501098633,5253.242440742905
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,1,23.758391618728638,172.40224278360412
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,16,29.01187014579773,2258.9374511416204
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,32,45.11291837692261,2905.4205472783055
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-7b-hf,2048,64,66.6368248462677,3933.9209304280434
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,128,1,5.273342609405518,48.546058726280975
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,128,16,6.308850526809692,649.2466389231917
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,128,32,6.983764410018921,1173.0063500205908
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,128,64,9.080816268920898,1804.2430894758056
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,256,1,10.176278591156006,50.313087973531765
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,256,16,12.489599466323853,655.9057415802947
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,256,32,14.183539867401123,1155.1418160184628
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,256,64,18.941959381103516,1729.9160736607498
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,512,1,20.462995767593384,50.041548736557786
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,512,16,25.50246834754944,642.4476163137501
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,512,32,30.479496717453003,1075.083368461152
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,512,64,64.55778241157532,1015.1525896938072
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,1024,1,42.703760385513306,47.95830581455673
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,1024,16,54.89734935760498,596.8958498623872
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,1024,32,82.52840995788574,794.1022980261346
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,1024,64,169.8891623020172,771.5147818963828
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,2048,1,93.88858819007874,43.62617522491223
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,2048,16,171.45820832252502,382.22725316668505
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,2048,32,319.2098708152771,410.6138687542334
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Llama-2-70b-hf,2048,64,623.5988478660583,420.37281001568726
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,1,2.201007604598999,116.3103659728793
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,16,2.629915237426758,1557.4646443768027
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,32,3.310455560684204,2474.5838902929963
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,64,4.248973846435547,3855.989844170139
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,1,4.087769508361816,125.25168039750491
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,16,5.06252646446228,1618.1643804740324
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,32,6.502238512039185,2519.7476176341875
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,64,9.012556791305542,3635.8162016367487
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,1,7.934802770614624,129.05172687999675
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,16,10.615227222442627,1543.4431742884487
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,32,14.403111934661865,2275.0638992912386
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,64,21.069999933242798,3110.393934866692
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,1,16.277320861816406,125.81923139478256
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,16,24.70716118812561,1326.2551594048964
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,32,35.86422061920166,1827.336517245048
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,64,56.14018750190735,2334.726794340451
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,1,35.63583159446716,114.94049154267378
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,16,64.16955351829529,1021.2943118158852
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,32,101.88527774810791,1286.4665327217417
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,64,194.56872582435608,1347.3079956161425
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,1,1.7816283702850342,143.68877610488644
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,16,2.1990342140197754,1862.6358670939558
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,32,2.6611015796661377,3078.4243873275104
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,64,3.270404100418091,5009.778454566351
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,1,3.2641959190368652,156.8533301000728
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,16,4.077472448348999,2009.0877630128452
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,32,5.148295164108276,3182.412716780941
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,64,6.605686902999878,4960.574196321489
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,1,6.293581008911133,162.70546109601355
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,16,8.131381511688232,2014.9097636667602
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,32,10.762069463729858,3044.767561706803
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,64,14.632723331451416,4478.728840525375
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,1,13.088101625442505,156.47800258662477
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,16,18.247501134872437,1795.7527311713782
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,32,24.835474729537964,2638.8060109056437
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,64,36.342183351516724,3606.6077464916475
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,1,29.161399841308594,140.45964947806826
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,16,45.125619649887085,1452.3013868500748
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,32,64.64576935768127,2027.5418067157073
Nvidia A100 GPU,2,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,64,103.30981254577637,2537.4549961925886
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,1,1.798964262008667,142.3041054268407
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,16,1.9773533344268799,2071.4557831856555
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,32,2.116464853286743,3870.605262959276
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,128,64,2.57560396194458,6361.226431578435
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,256,1,3.041935920715332,168.3138676634581
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,512,1,5.709717273712158,179.3433809261538
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,1,10.93117618560791,187.35403814059976
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,2048,1,24.09589648246765,169.98745006147746
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,64,24.967506408691406,5249.703268499921
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,1,2.393577814102173,106.95286298683595
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,16,2.7685019969940186,1479.5004679235742
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,32,3.454641580581665,2371.302437290961
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,64,4.56257438659668,3590.955152014775
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,1,1.8858346939086914,135.74890780559318
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,16,2.3224143981933594,1763.6817973512132
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,32,2.852024793624878,2872.3452959846463
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,64,3.590970039367676,4562.555471191014
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,1,1.8316307067871094,139.76616522718894
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,16,2.028021812438965,2019.7021426875174
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,32,2.281738758087158,3590.2444883162566
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,128,64,2.780761480331421,5891.911304110591
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,1,16.97091317176819,120.67706547499944
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,16,25.904682874679565,1264.945035556832
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,32,37.38938355445862,1752.797018023715
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,64,59.13482189178467,2216.4943734819844
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,1,13.501235961914062,151.68981608626416
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,16,19.249709844589233,1702.2594244042866
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,32,26.23463535308838,2498.071694840043
Nvidia A100 GPU,2,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,64,38.68257784843445,3388.398790627774
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,1,11.305093765258789,181.15727675728115
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,16,14.34037470817566,2285.0170003799467
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,32,18.00489377975464,3639.8992852538277
Nvidia A100 GPU,4,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,64,24.967506408691406,5249.703268499921
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,128,1,2.6172800064086914,97.81146815516738
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,128,16,2.4134912490844727,1697.126518090242
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,128,32,2.8502707481384277,2874.112926061627
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,128,64,3.4692223072052,4722.672273256228
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,256,1,3.5492963790893555,144.25394368766806
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,256,16,4.475093841552734,1830.5761376296864
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,256,32,5.4778358936309814,2990.962182538088
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,256,64,6.804156541824341,4815.879793267395
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,512,1,6.557063817977905,156.16745976948343
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,512,16,8.703911542892456,1882.3720713681932
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,512,32,10.780473709106445,3039.5695851769783
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,512,64,13.999878168106079,4681.183594104505
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,1024,1,13.427444458007812,152.52343857424194
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,1024,16,17.756195068359375,1845.440415237997
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,1024,32,22.813775777816772,2872.6503073517824
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,1024,64,30.212839603424072,4338.288016633345
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,2048,1,29.399009227752686,139.3244230874751
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,2048,16,41.83015155792236,1566.7167714956056
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,2048,32,55.26773476600647,2371.5826341523675
Nvidia A100 GPU,4,Deepspeed-MII,mistralai/Mixtral-8x7B-v0.1,2048,64,76.16347527503967,3441.8597504033532
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,128,1,4.344691,58.922482
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,128,16,2.330946,109.826672
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,128,32,2.267283,112.910457
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,128,64,2.236775,114.450477
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,256,1,8.727669,58.664006
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,256,16,4.683621,109.317132
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,256,32,4.560634,112.265089
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,256,64,4.499336,113.794575
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,512,1,17.593081,58.204701
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,512,16,9.493896,107.858778
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,512,32,9.233963,110.894966
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,512,64,9.111937,112.380060
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,1024,1,35.746513,57.292302
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,1024,16,19.451122,105.289559
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,1024,32,18.891210,108.410209
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,1024,64,18.646714,109.831684
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,2048,1,73.646976,55.616676
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,2048,16,40.648504,100.766316
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,2048,32,39.387901,103.991324
Nvidia A100 GPU,1,llama.cpp,meta-llama/Llama-2-7b-hf,2048,64,38.902004,105.290204
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,128,1,3.515218,72.826211
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,128,16,2.398466,106.734884
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,128,32,2.371726,107.938252
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,128,64,2.350213,108.926315
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,256,1,7.075915,72.358129
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,256,16,4.813659,106.363984
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,256,32,4.749903,107.791681
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,256,64,4.714347,108.604638
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,512,1,14.253287,71.843075
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,512,16,9.742060,105.111242
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,512,32,9.605248,106.608391
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,512,64,9.526547,107.489100
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,1024,1,28.991091,70.642393
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,1024,16,19.960833,102.600928
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,1024,32,19.588436,104.551483
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,1024,64,19.475780,105.156249
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,2048,1,59.833107,68.457084
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,2048,16,41.430518,98.864319
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,2048,32,40.781996,100.436477
Nvidia A100 GPU,2,llama.cpp,meta-llama/Llama-2-7b-hf,2048,64,40.509508,101.112064
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,128,1,3.036727,84.301288
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,128,16,2.535843,100.952627
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,128,32,2.657146,96.343960
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,128,64,2.640680,96.944739
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,256,1,6.321136,80.998101
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,256,16,5.134348,99.720558
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,256,32,5.192250,98.608503
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,256,64,5.313140,96.364869
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,512,1,12.964894,78.982519
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,512,16,10.603133,96.575230
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,512,32,10.521808,97.321675
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,512,64,10.567619,96.899788
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,1024,1,26.668761,76.793969
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,1024,16,21.912281,93.463570
Nvidia A100 GPU,4,llama.cpp,meta-llama/Llama-2-7b-hf,1024,32,21.754493,94.141471
