Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,KV Cache,Latency,Throughput
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,2048,1,Without KV Cache,536.0559653659584,7.64099322577954
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,128,1,Without KV Cache,1.0784294080222026,237.38225060970288
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,128,16,Without KV Cache,9.549438841058873,428.9257272782138
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,256,1,Without KV Cache,3.3016891620354727,155.07213879708618
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,256,16,Without KV Cache,39.17104443605058,209.13407130039647
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,512,1,Without KV Cache,12.857240078039467,79.64384220755286
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,512,16,Without KV Cache,172.70061278098729,94.86937965169585
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,1024,1,Without KV Cache,55.956569775007665,36.59981318073423
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,1024,16,Without KV Cache,808.0842146399664,40.55022905576673
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,2048,1,Without KV Cache,275.8863988730591,14.846690582541738
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,128,1,Without KV Cache,0.8006256299559027,319.7499435711296
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,128,16,Without KV Cache,5.236812896095216,782.1551163407321
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,256,1,Without KV Cache,2.5244400330120698,202.8172558288502
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,256,16,Without KV Cache,20.85309608699754,392.84334402064786
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,512,1,Without KV Cache,8.242890881956555,124.22826101477405
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,512,16,Without KV Cache,91.14122164493892,179.764981248853
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,1024,1,Without KV Cache,33.1552019380033,61.770095800639126
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,1024,16,Without KV Cache,434.47343394102063,75.42003133026593
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-7b-hf,2048,1,Without KV Cache,154.2095213800203,26.56126524059549
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,128,1,Without KV Cache,9.705301844049245,26.37733520436204
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,128,16,Without KV Cache,145.45666113705374,28.159590409824016
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,128,32,Without KV Cache,284.42484865908045,28.801984209963173
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,256,1,Without KV Cache,38.50386579497717,13.297366106724546
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,256,16,Without KV Cache,584.0927815160248,14.025169047180304
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,512,1,Without KV Cache,164.08856803900562,6.240532245711256
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,1024,1,Without KV Cache,721.3381061049877,2.839167905683777
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-70b-hf,2048,1,Without KV Cache,3368.4599128359696,1.215985971628055
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,128,1,Without KV Cache,5.433902798919007,47.11162666563107
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,128,16,Without KV Cache,71.71004025102593,57.11891927074187
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,128,32,Without KV Cache,144.7606112489011,56.58997934123593
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,128,64,Without KV Cache,281.5889197689248,58.18410757584106
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,256,1,Without KV Cache,20.405262675019912,25.091566237311394
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,256,16,Without KV Cache,298.34335361700505,27.45829562040919
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,256,32,Without KV Cache,577.8627866660245,28.352751514814408
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,512,1,Without KV Cache,83.78309321589768,12.222036221094042
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,512,16,Without KV Cache,1206.3171138489852,13.581835001680211
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,1024,1,Without KV Cache,366.53596843697596,5.587446189069282
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-70b-hf,2048,1,Without KV Cache,1771.78838450904,2.3117884933730366
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,128,1,Without KV Cache,3.64340532803908,70.26393633172347
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,128,16,Without KV Cache,37.37791443709284,109.583428120196
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,128,32,Without KV Cache,74.37991621601395,110.13725770016755
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,128,64,Without KV Cache,149.44313943898305,109.63367111736508
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,256,1,Without KV Cache,11.822802515001968,43.3061449982204
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,256,16,Without KV Cache,153.0862124999985,53.51233051114959
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,256,32,Without KV Cache,307.95982164295856,53.20174532051531
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,512,1,Without KV Cache,46.30637511308305,22.113585818352835
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,512,16,Without KV Cache,633.8845260760281,25.846978946501217
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,1024,1,Without KV Cache,193.83017088007182,10.565950546817374
Habana Gaudi2,8,Deepspeed,meta-llama/Llama-2-70b-hf,2048,1,Without KV Cache,914.0310992070008,4.481247961424536
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,Without KV Cache,9.957232525921427,25.70995498333109
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,Without KV Cache,39.5097805330297,12.958816604207007
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,Without KV Cache,167.9325136829866,6.097687562356439
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,Without KV Cache,737.4848477479536,2.7770062073193054
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,2048,1,Without KV Cache,3453.7646388140274,1.1859522661065018
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,Without KV Cache,5.565352994017303,45.9988791861356
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,Without KV Cache,20.929014318971895,24.463646122879197
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,Without KV Cache,85.83712373697199,11.929570277049487
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,Without KV Cache,374.1947478420334,5.473085904627835
Habana Gaudi2,8,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,Without KV Cache,3.7105078030144796,68.99325202658818
Habana Gaudi2,8,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,Without KV Cache,12.082275828928687,42.37612244988766
Habana Gaudi2,8,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,Without KV Cache,47.40989343600813,21.59886736261392
Habana Gaudi2,8,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,Without KV Cache,198.13553720293567,10.33635878203103
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,Without KV Cache,1.6759169099386781,152.75220297727472
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,Without KV Cache,21.367013128008693,191.69735963847972
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,Without KV Cache,6.757378957932815,75.76902275089047
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,Without KV Cache,92.82607980584726,88.25106066241497
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,Without KV Cache,30.21622197004035,33.88908120331208
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,Without KV Cache,439.3868176031392,37.28832851512235
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,Without KV Cache,145.52796531002969,14.07289654354051
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,16,Without KV Cache,2100.078099214006,15.603229238124069
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,Without KV Cache,820.6521213219967,4.991152637736088
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,Without KV Cache,1.5634377161040902,163.7417323140464
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,Without KV Cache,18.12472615391016,225.98962131719404
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,Without KV Cache,5.840640086214989,87.6616248291718
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,Without KV Cache,75.34981213510036,108.71958095014152
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,Without KV Cache,23.7884846071247,43.04603748039124
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,Without KV Cache,336.50118473218754,48.689278800131405
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,Without KV Cache,104.46798205282539,19.60409265840328
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,Without KV Cache,533.5652559020091,7.676661766657916
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,Without KV Cache,1.0906521289143711,234.72195506996437
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,Without KV Cache,9.596982940100133,426.80080037292043
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,Without KV Cache,3.3899465538561344,151.03482956614445
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,Without KV Cache,39.24989666696638,208.71392527498236
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,Without KV Cache,13.28276618104428,77.09237564245778
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,Without KV Cache,173.90840005106293,94.21051539309967
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,Without KV Cache,56.91076591191813,35.98616126814614
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,Without KV Cache,278.9656409760937,14.682811781652392
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,Without KV Cache,0.8106353508774191,315.8016729999618
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,Without KV Cache,5.6941814629826695,719.3307811891324
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,Without KV Cache,2.5194662360008806,203.21764693012582
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,Without KV Cache,22.186302214162424,369.2368345532908
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,Without KV Cache,8.175537784118205,125.25169928138817
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,Without KV Cache,95.76583275594749,171.08398192237806
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,Without KV Cache,33.009366371901706,62.0429964309555
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,1024,16,Without KV Cache,441.1060646811966,74.28598839075728
Habana Gaudi2,8,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,Without KV Cache,152.90597743284889,26.787703586008103
Habana Gaudi2,4,Deepspeed,mistralai/Mixtral-8x7B-v0.1,128,1,Without KV Cache,5.253204253036529,48.73216187092352
Habana Gaudi2,4,Deepspeed,mistralai/Mixtral-8x7B-v0.1,128,16,Without KV Cache,50.69063550699502,80.80387943518237
Habana Gaudi2,4,Deepspeed,mistralai/Mixtral-8x7B-v0.1,256,1,Without KV Cache,16.40791719709523,31.20444806307541
Habana Gaudi2,4,Deepspeed,mistralai/Mixtral-8x7B-v0.1,512,1,Without KV Cache,58.56465836800635,17.484947894093878
Habana Gaudi2,4,Deepspeed,mistralai/Mixtral-8x7B-v0.1,1024,1,Without KV Cache,223.60802252101712,9.158884269492194
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,128,1,Without KV Cache,3.7787239050958306,67.74773876830986
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,128,16,Without KV Cache,27.9841764990706,146.36843075000027
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,128,32,Without KV Cache,53.286859455984086,153.73396149883334
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,256,1,Without KV Cache,11.60101244901307,44.13407900821254
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,256,16,Without KV Cache,107.33684594999067,76.32048368382965
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,512,1,Without KV Cache,35.52042706403881,28.828482218241863
Habana Gaudi2,8,Deepspeed,mistralai/Mixtral-8x7B-v0.1,1024,1,Without KV Cache,126.43842039187439,16.197608240063204
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,1,Without KV Cache,1.6426489690784365,155.84583487951284
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,16,Without KV Cache,20.64060555305332,198.4437902982981
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,1,Without KV Cache,6.524386337026954,78.47481334670768
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,16,Without KV Cache,89.83147787093185,91.19297816484895
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,1,Without KV Cache,29.28208383708261,34.97018879179678
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,16,Without KV Cache,418.6093920248095,39.13911228974284
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,1,Without KV Cache,141.83235308597796,14.439582756964585
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,16,Without KV Cache,2101.073300047079,15.595838564635399
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,2048,1,Without KV Cache,1138.6958440060262,3.597097523066329
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,1,Without KV Cache,1.4595105210319161,175.40127070752501
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,16,Without KV Cache,17.081829560920596,239.7869610741657
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,1,Without KV Cache,5.3555341239552945,95.60204232661405
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,16,Without KV Cache,69.46893254201859,117.92321690051926
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,1,Without KV Cache,21.983468466904014,46.580456652762784
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,16,Without KV Cache,311.1355527648702,52.658720144340535
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,1,Without KV Cache,98.20548442890868,20.854232448520275
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,16,Without KV Cache,1478.5321095541585,22.162521725605927
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,2048,1,Without KV Cache,684.4221990171354,5.9846100928375225
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,1,Without KV Cache,1.0481435619294643,244.24135137437187
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,16,Without KV Cache,9.635463115992025,425.0963291221414
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,1,Without KV Cache,3.286434486042708,155.7919387026985
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,16,Without KV Cache,39.08683281810954,209.5846455025263
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,1,Without KV Cache,12.812259424943477,79.9234519093823
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,16,Without KV Cache,172.81508295913227,94.80653956503627
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,1,Without KV Cache,54.80418734718114,37.369407323313574
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,16,Without KV Cache,802.6651546789799,40.82399716617239
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,1,Without KV Cache,360.86871074093506,11.350388321531394
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,128,1,Without KV Cache,0.9570500829722732,267.4886137671612
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,128,16,Without KV Cache,8.072098020929843,507.42694023036313
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,256,1,Without KV Cache,3.168657774105668,161.5826121028512
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,256,16,Without KV Cache,32.61084865313023,251.20474744878098
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,512,1,Without KV Cache,11.463518772972748,89.32684808911024
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,512,16,Without KV Cache,146.4763414519839,111.85424101659997
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,1024,1,Without KV Cache,48.29044898087159,42.41004263205829
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,1024,16,Without KV Cache,705.78808904998,46.42753328992429
Habana Gaudi2,8,Deepspeed,Qwen/Qwen2-7B,2048,1,Without KV Cache,338.0442790570669,12.116755862354157
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,1,Without KV Cache,6.199127326020971,41.29613517138686
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,16,Without KV Cache,77.23961999081075,53.029779282799474
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,32,Without KV Cache,155.29537192708813,52.75108909134897
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,256,1,Without KV Cache,23.487667841138318,21.79867339162721
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,256,16,Without KV Cache,319.18139276094735,25.665656538241386
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,512,1,Without KV Cache,95.20520541910082,10.755714411751661
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,1024,1,Without KV Cache,416.8358361811843,4.913205205105744
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,1,With KV Cache,0.8777113870019093,291.66762991926765
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,16,With KV Cache,1.1482974249811375,3567.020103756901
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,32,With KV Cache,1.460529545991449,5608.924531847823
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,64,With KV Cache,2.078799073002301,7881.473593471178
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,1,With KV Cache,1.7747216880088672,288.4959390868963
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,16,With KV Cache,2.595907139009796,3155.7369202061764
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,32,With KV Cache,3.5454385500052013,4621.149053613118
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,64,With KV Cache,5.385028513992438,6085.018847134375
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,1,With KV Cache,3.630242521001492,282.07481843871534
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,16,With KV Cache,6.434060447994852,2546.4479440981945
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,32,With KV Cache,9.58790463299374,3417.639333545235
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,64,With KV Cache,15.783461042999988,4152.194491528549
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,1024,1,With KV Cache,7.533209580986295,271.8628730533557
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,1024,16,With KV Cache,17.7877031310054,1842.171513582478
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,1024,32,With KV Cache,29.0349098109873,2257.144948154792
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,2048,1,With KV Cache,16.222086091001984,252.49526953700217
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,2048,16,With KV Cache,55.838659978995565,1173.6671335711176
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,128,1,With KV Cache,0.7460851239738986,343.12438590982555
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,128,16,With KV Cache,0.9784038990037516,4186.410136111175
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,128,32,With KV Cache,1.2203128650144208,6713.032563090444
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,128,64,With KV Cache,1.7350622350058984,9442.888946254025
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,256,1,With KV Cache,1.4995169390167575,341.4432919548888
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,256,16,With KV Cache,2.0884168710035738,3922.588499327432
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,256,32,With KV Cache,2.7398819150112104,5979.819754360824
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,256,64,With KV Cache,4.081188307987759,8029.03407712553
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,512,1,With KV Cache,3.0354622199956798,337.3456580202331
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,512,16,With KV Cache,4.791830102010863,3419.15294390854
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,512,32,With KV Cache,6.769334090000484,4840.653388404066
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,512,64,With KV Cache,10.730044634983642,6107.709914489084
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,1024,1,With KV Cache,6.182380885002203,331.2639641740983
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,1024,16,With KV Cache,12.087022633990273,2711.006754289691
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,1024,32,With KV Cache,18.435806252004117,3554.821476433977
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,2048,1,With KV Cache,12.967960071982816,315.85538336514304
Habana Gaudi2,2,Deepspeed,meta-llama/Llama-2-7b-hf,2048,16,With KV Cache,34.178698654985055,1917.4515876555
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,128,1,With KV Cache,0.6663677709875628,384.17224113436
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,128,16,With KV Cache,0.6784822850022465,6037.003604281927
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,128,32,With KV Cache,0.8087090690096375,10129.72441378962
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,128,64,With KV Cache,1.0779789820080623,15198.812104369455
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,256,1,With KV Cache,1.3781985270034056,371.4994537929402
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,256,16,With KV Cache,1.5347581609967165,5337.648763294327
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,256,32,With KV Cache,1.7536183100019116,9342.968139960936
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,256,64,With KV Cache,2.442819633986801,13414.0071350749
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,512,1,With KV Cache,2.699620083993068,379.3126322002239
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,512,16,With KV Cache,3.233200800983468,5067.424205454963
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,512,32,With KV Cache,4.124917667009868,7943.91613245298
Habana Gaudi2,4,Deepspeed,meta-llama/Llama-2-7b-hf,512,64,With KV Cache,6.194008774997201,10580.546844644989
